Title	ISSN	EISSN	Field	Parent	Format	Documentation
Journal of Ethnic and Migration Studies	1369-183X	1469-9451	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJMS20&page=instructions
Journal of Further and Higher Education	0309-877X	1469-9486	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJFH20&page=instructions
Journal of Global Ethics	1744-9626	1744-9634	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJGE20&page=instructions
Journal of Graphic Novels and Comics	2150-4857	2150-4865	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RCOM20&page=instructions
Journal of Human Development and Capabilities	1945-2829	1945-2837	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJHD20&page=instructions
Journal of Intervention and Statebuilding	1750-2977	1750-2985	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RISB20&page=instructions
Journal of Japanese and Korean Cinema	1756-4905	1756-4913	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJKC20&page=instructions
Journal of Latin American Cultural Studies	1356-9325	1469-9575	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJLA20&page=instructions
Journal of Location Based Services	1748-9725	1748-9733	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TLBS20&page=instructions
Journal of Marketing Communications	1352-7266	1466-4445	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJMC20&page=instructions
Journal of Media Practice	1468-2753	2040-0926	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJMP20&page=instructions
Journal of Modern Italian Studies	1354-571X	1469-9583	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMIS20&page=instructions
Journal of Modern Jewish Studies	1472-5886	1472-5894	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CMJS20&page=instructions
Journal of Multilingual and Multicultural Development	0143-4632	1747-7557	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMMM20&page=instructions
Journal of Peace Education	1740-0201	1740-021X	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJPE20&page=instructions
Journal of Personal Selling & Sales Management	0885-3134	1557-7813	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSS20&page=instructions
Journal of Postcolonial Writing	1744-9855	1744-9863	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPW20&page=instructions
Journal of Responsible Innovation	2329-9460	2329-9037	science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJRI20&page=instructions
Journal of Risk Research	1366-9877	1466-4461	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJRR20&page=instructions
Journal of Small Business & Entrepreneurship	0827-6331	2169-2610	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSBE20&page=instructions
Journal of Social Entrepreneurship	1942-0676	1942-0684	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJSE20&page=instructions
Journal of Spanish Language Teaching	2324-7797	2324-7800	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSLT20&page=instructions
Journal of Sustainable Finance & Investment	2043-0795	2043-0809	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSFI20&page=instructions
Journal of the Asia Pacific Economy	1354-7860	1469-9648	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJAP20&page=instructions
Journal of the Chinese Institute of Engineers	0253-3839	2158-7299	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCIE20&page=instructions
Journal of the Philosophy of Sport	0094-8705	1543-2939	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJPS20&page=instructions
Journal of Urban Design	1357-4809	1469-9664	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJUD20&page=instructions
Journal of Urbanism: International Research on Placemaking and Urban Sustainability	1754-9175	1754-9183	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJOU20&page=instructions
Journal of Visual Art Practice	1470-2029	1758-9185	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJVP20&page=instructions
Journal of Vocational Education & Training	1363-6820	1747-5090	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJVE20&page=instructions
Journal of World Languages	2169-8252	2169-8260	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWOL20&page=instructions
Journal of Youth Studies	1367-6261	1469-9680	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJYS20&page=instructions
Journalism Practice	1751-2786	1751-2794	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJOP20&page=instructions
Journalism Studies	1461-670X	1469-9699	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJOS20&page=instructions
Language and Education	0950-0782	1747-7581	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RLAE20&page=instructions
Latin American and Caribbean Ethnic Studies	1744-2222	1744-2230	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RLAC20&page=instructions
Learning, Media and Technology	1743-9884	1743-9892	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CJEM20&page=instructions
Local Government Studies	0300-3930	1743-9388	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=FLGS20&page=instructions
Management & Organizational History	1744-9359	1744-9367	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMOR20&page=instructions
Maritime Policy & Management	0308-8839	1464-5254	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TMPM20&page=instructions
Medicine, Conflict and Survival	1362-3699	1743-9396	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=FMCS20&page=instructions
Mobilities	1745-0101	1745-011X	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMOB20&page=instructions
Modern & Contemporary France	0963-9489	1469-9869	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CMCF20&page=instructions
Modern Italy	1353-2944	1469-9877	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CMIT20&page=instructions
Museum Management and Curatorship	0964-7775	1872-9185	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMMC20&page=instructions
Music Education Research	1461-3808	1469-9893	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CMUE20&page=instructions
Nationalities Papers	0090-5992	1465-3923	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CNAP20&page=instructions
New Genetics and Society	1463-6778	1469-9915	science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CNGS20&page=instructions
New Review of Film and Television Studies	1740-0309	1740-7923	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RFTS20&page=instructions
New Writing	1479-0726	1943-3107	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RMNW20&page=instructions
Nordic Social Work Research	2156-857X	2156-8588	medicine	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RNSW20&page=instructions
Pedagogy, Culture & Society	1468-1366	1747-5104	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCS20&page=instructions
Perspectives: Policy and Practice in Higher Education	1360-3108	1460-7018	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPSP20&page=instructions
Philippine Political Science Journal	0115-4451	2165-025X	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSJ20&page=instructions
Philosophical Explorations	1386-9795	1741-5918	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPEX20&page=instructions
Physical Education and Sport Pedagogy	1740-8989	1742-5786	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CPES20&page=instructions
Policy Studies	0144-2872	1470-1006	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CPOS20&page=instructions
Politics, Groups, and Identities	2156-5503	2156-5511	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPGI20&page=instructions
Politikon	0258-9346	1470-1014	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CPSA20&page=instructions
Porn Studies	2326-8743	2326-8751	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPRN20&page=instructions
Post-Soviet Affairs	1060-586X	1938-2855	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPSA20&page=instructions
Practice	0950-3153	1742-4909	medicine	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CPRA20&page=instructions
Production Planning & Control	0953-7287	1366-5871	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPPC20&page=instructions
Public Management Review	1471-9037	1471-9045	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPXM20&page=instructions
Race Ethnicity and Education	1361-3324	1470-109X	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CREE20&page=instructions
Religion, State & Society	0963-7494	1465-3974	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CRSS20&page=instructions
Remote Sensing Letters	2150-704X	2150-7058	biology	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TRSL20&page=instructions
Research in Dance Education	1464-7893	1470-1111	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CRID20&page=instructions
Research in Drama Education: The Journal of Applied Theatre and Performance	1356-9783	1470-112X	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CRDE20&page=instructions
Research in Post-Compulsory Education	1359-6748	1747-5112	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RPCE20&page=instructions
Research in Science & Technological Education	0263-5143	1470-1138	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CRST20&page=instructions
Research Papers in Education	0267-1522	1470-1146	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RRED20&page=instructions
Rethinking History	1364-2529	1470-1154	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RRHI20&page=instructions
Review of African Political Economy	0305-6244	1740-1720	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CREA20&page=instructions
Scandinavian Journal of Disability Research	1501-7419	1745-3011	medicine	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SJDR20&page=instructions
School Leadership & Management	1363-2434	1364-2626	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CSLM20&page=instructions
Sex Education	1468-1811	1472-0825	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CSED20&page=instructions
Sikh Formations	1744-8727	1744-8735	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSFO20&page=instructions
Social and Environmental Accountability Journal	0969-160X	2156-2245	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=REAJ20&page=instructions
Social Dynamics	0253-3952	1940-7874	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSDY20&page=instructions
Social Epistemology	0269-1728	1464-5297	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSEP20&page=instructions
Social Semiotics	1035-0330	1470-1219	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CSOS20&page=instructions
South Asian Diaspora	1943-8192	1943-8184	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSAD20&page=instructions
Sport in Society	1743-0437	1743-0445	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=FCSS20&page=instructions
Studies in Australasian Cinema	1750-3175	1750-3183	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSAU20&page=instructions
Studies in Continuing Education	0158-037X	1470-126X	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CSCE20&page=instructions
Studies in Documentary Film	1750-3280	1750-3299	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSDF20&page=instructions
Studies in Eastern European Cinema	2040-350X	2040-3518	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=REEC20&page=instructions
Studies in European Cinema	1741-1548	2040-0594	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSEU20&page=instructions
Studies in French Cinema	1471-5880	1758-9517	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSFC20&page=instructions
Studies in Higher Education	0307-5079	1470-174X	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CSHE20&page=instructions
Studies in Russian and Soviet Cinema	1750-3132	1750-3140	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RRSC20&page=instructions
Studies in Theatre and Performance	1468-2761	2040-0616	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSTP20&page=instructions
Studies in Travel Writing	1364-5145	1755-7550	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RSTW20&page=instructions
Symbolae Osloenses	0039-7679	1502-7805	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SOSL20&page=instructions
Teacher Development	1366-4530	1747-5120	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTDE20&page=instructions
Teaching in Higher Education	1356-2517	1470-1294	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CTHE20&page=instructions
Technology Analysis & Strategic Management	0953-7325	1465-3990	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CTAS20&page=instructions
The Asia Pacific Journal of Anthropology	1444-2213	1740-9314	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTAP20&page=instructions
The Australian Library Journal	0004-9670	2201-4276	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=UALJ20&page=instructions
The European Journal of Finance	1351-847X	1466-4364	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=REJF20&page=instructions
The IES Journal Part A: Civil & Structural Engineering	1937-3260	1937-3279	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIEA20&page=instructions
The International Review of Retail, Distribution and Consumer Research	0959-3969	1466-4402	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RIRR20&page=instructions
The Interpreter and Translator Trainer	1750-399X	1757-0417	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RITT20&page=instructions
The Journal of Agricultural Education and Extension	1389-224X	1750-8622	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RAEE20&page=instructions
The Journal of International Trade & Economic Development	0963-8199	1469-9559	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJTE20&page=instructions
The Journal of Legal Pluralism and Unofficial Law	0732-9113	2305-9931	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RJLP20&page=instructions
The Journal of North African Studies	1362-9387	1743-9345	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=FNAS20&page=instructions
The Review of Faith & International Affairs	1557-0274	1931-7743	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RFIA20&page=instructions
The Translator	1355-6509	1757-0409	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTRN20&page=instructions
Theoretical Issues in Ergonomics Science	1463-922X	1464-536X	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTIE20&page=instructions
Time and Mind	1751-696X	1751-6978	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTAM20&page=instructions
Toxicological & Environmental Chemistry	0277-2248	1029-0486	biology	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GTEC20&page=instructions
Translation Studies	1478-1700	1751-2921	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTRS20&page=instructions
Transnational Cinemas	2040-3526	2040-3534	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RTRC20&page=instructions
Transportation Planning and Technology	0308-1060	1029-0354	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GTPT20&page=instructions
Transportmetrica A: Transport Science	2324-9935	2324-9943	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTRA20&page=instructions
Transportmetrica B: Transport Dynamics	2168-0566	2168-0582	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTRB20&page=instructions
Urban Research & Practice	1753-5069	1753-5077	political_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RURP20&page=instructions
Venture Capital	1369-1066	1464-5343	social_science	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TVEC20&page=instructions
Virtual and Physical Prototyping	1745-2759	1745-2767	engineering	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=NVPP20&page=instructions
Visual Studies	1472-586X	1472-5878	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RVST20&page=instructions
Voice and Speech Review	2326-8263	2326-8271	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RVSR20&page=instructions
Women & Performance: a journal of feminist theory	0740-770X	1748-5819	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWAP20&page=instructions
World Archaeology	0043-8243	1470-1375	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWAR20&page=instructions
World Art	2150-0894	2150-0908	humanities	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=RWOR20&page=instructions
Zoology and Ecology	2165-8005	2165-8013	biology	taylor-and-francis-chicago-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TZEC20&page=instructions
Acta Agriculturae Scandinavica, Section B - Soil & Plant Science	0906-4710	1651-1913	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SAGB20&page=instructions
Animal Cells and Systems	1976-8354	2151-2485	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TACS20&page=instructions
Archives of Agronomy and Soil Science	0365-0340	1476-3567	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GAGS20&page=instructions
Archives of Animal Nutrition	1745-039X	1477-2817	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GAAN20&page=instructions
Archives of Phytopathology and Plant Protection	0323-5408	1477-2906	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GAPP20&page=instructions
Biofouling	0892-7014	1029-2454	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GBIF20&page=instructions
Biological Agriculture & Horticulture	0144-8765	2165-0616	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBAH20&page=instructions
Biological Rhythm Research	0929-1016	1744-4179	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=NBRR20&page=instructions
Canadian Journal of Plant Pathology	0706-0661	1715-2992	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCJP20&page=instructions
Chinese Journal of Population Resources and Environment	1004-2857	2325-4262	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPRE20&page=instructions
Computer Methods in Biomechanics and Biomedical Engineering	1025-5842	1476-8259	engineering	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GCMB20&page=instructions
Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization	2168-1163	2168-1171	engineering	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TCIV20&page=instructions
Food Additives & Contaminants: Part A	1944-0049	1944-0057	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFAC20&page=instructions
Food Additives & Contaminants: Part B	1939-3210	1939-3229	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFAB20&page=instructions
Forest Science and Technology	2158-0103	2158-0715	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFST20&page=instructions
Forests, Trees and Livelihoods	1472-8028	2164-3075	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFTL20&page=instructions
Frontiers in Life Science	2155-3769	2155-3777	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TFLS20&page=instructions
Geocarto International	1010-6049	1752-0762	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TGEI20&page=instructions
Geomatics, Natural Hazards and Risk	1947-5705	1947-5713	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TGNH20&page=instructions
Impact Assessment and Project Appraisal	1461-5517	1471-5465	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIAP20&page=instructions
International Biomechanics		2331-0472	engineering	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBBE20&page=instructions
International Journal of Biodiversity Science, Ecosystem Services & Management	2151-3732	2151-3740	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TBSM20&page=instructions
International Journal of Construction Management	1562-3599	2331-2327	engineering	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJCM20&page=instructions
International Journal of Environmental Health Research	0960-3123	1369-1619	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=CIJE20&page=instructions
International Journal of Forest Engineering	1494-2119	1913-2220	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIFE20&page=instructions
International Journal of Pest Management	0967-0874	1366-5863	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TTPM20&page=instructions
International Journal of Sustainable Development & World Ecology	1350-4509	1745-2627	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSDW20&page=instructions
International Journal of Urban Sustainable Development	1946-3138	1946-3146	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJUE20&page=instructions
Invertebrate Reproduction & Development	0792-4259	2157-0272	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TINV20&page=instructions
Israel Journal of Ecology & Evolution	1565-9801	2224-4662	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIEE20&page=instructions
Israel Journal of Plant Sciences	0792-9978	2223-8980	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TIPS20&page=instructions
